id,organizationId,type,firstname,name,siteWeb,phone,phone2,mail,address,commune,distance,hasDispo,dateDispo,isAvip,servesCommune,searchLabel,searchUrl
1c11b4fb-a6ac-4eee-b803-7d43a5b165b8,12863221,EAJE,,MAC MAF  TOM POUCE,http://www.lpcr.fr,0442644797,,tom.pouce@lpcr.fr, Cité CORSY 13100 AIX EN PROVENCE,AIX EN PROVENCE,0,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
feff0829-34c5-45f0-a3c5-d2a2737aeae2,12863737,EAJE,,MACF CACHE-CACHE,http://www.lpcr.fr,0442600897,,cache.cache@lpcr.fr, Rue Louis Amouriq 13090 AIX EN PROVENCE,AIX EN PROVENCE,0,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
5e8993df-d169-42e7-a9c6-e8ab87184e20,18127372,EAJE,,MACF FRANCOIS DOLTO LUYNES,,0442241925,,dolto@lpcr-aix.fr,2 Avenue François Vidal.  ZAC ST Jean Luynes 13080 AIX EN PROVENCE,AIX EN PROVENCE,0,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
19c8448c-8622-4aad-acef-a50bf9464406,12863866,EAJE,,MIC AIX LAUZIERE,http://www.lpcr.fr,0488800820,,aix.lauzier@lpcr.fr,1030 Rue jean-rene guilibert 13100 AIX EN PROVENCE,AIX EN PROVENCE,0,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
0b7a0882-57b2-4725-a599-5af14b01bdbb,12739201,EAJE,,MIC PAJE - MELISSES ET MALICES,,0442909931,,melissesetmalices@gmail.com,530 Avenue Jean Perrin 13090 AIX EN PROVENCE,AIX EN PROVENCE,0,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
091e924a-6d6b-4a09-b23b-7ac2e38497bc,12520314,EAJE,,MAC VENDOME,,0442262464,,,1 Rue Emile Tavan 13090 AIX EN PROVENCE,AIX EN PROVENCE,544,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
201443d1-c289-4b53-a9da-32466cbd4892,18084687,EAJE,,MAC NOTRE DAME DE LA MERCI,,0442942440,,,455 Avenue Max Juvenal 13100 AIX EN PROVENCE,AIX EN PROVENCE,647,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
5c885c85-b730-46af-b1fe-b0685bd84f3f,23351369,EAJE,,MAC ARLEQUIN,http://www.grandir.com,0442230156,,arlequin@lpcr.fr,2 Rue Nostradamus 13100 AIX EN PROVENCE,AIX EN PROVENCE,700,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
011c11d9-2f44-478d-ab1f-6a27a77b57d7,12740448,EAJE,,MAC ARC EN CIEL AIX EN PROVENCE,,0442161655,,creche@ch-montperrin.fr,109 Avenue du Petit Barthélémy 13090 AIX EN PROVENCE,AIX EN PROVENCE,982,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
586f7650-a1ba-4e27-bcc1-4c94e71f4abb,12864984,EAJE,,MAC ILE AUX ENFANTS AIX EN PROVENCE,http://www.lpcr.fr,0442231480,,ile.aux.enfants@lpcr.fr,16 bis Chemin Saint Donat 13090 AIX EN PROVENCE,AIX EN PROVENCE,1220,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
921a2170-063b-4f2c-8d71-c09143866594,12738814,EAJE,,MIC PAJE LES GRAINES D'EVEIL,,0442286022,,crechelesgraines@gmail.com,30 Avenue des écoles militaires 13100 AIX EN PROVENCE,AIX EN PROVENCE,1305,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
ac66643f-228d-472f-b24e-d3be30a9f80b,18090665,EAJE,,BABILOU AIX-EN-PROVENCE ROBERT SCHUMAN,https://www.babilou.fr/,0809103000,,contact@babilou.com,29 Avenue Robert Schuman 13090 AIX EN PROVENCE,AIX EN PROVENCE,1374,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
28bc6b97-7d44-4ee9-b09d-5a3be102b59e,12740405,EAJE,,MAC LE PETIT PANDA,https://www.csc-laprovence.com/projet-du-petit-panda,0442591973,,csclaprovence.petiteenfance@gmail.com,10 Boulevard Maréchal Juin 13090 AIX EN PROVENCE,AIX EN PROVENCE,1476,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
0d042ffc-a3b4-416a-a38a-bb3178fdcd55,12863522,EAJE,,LES PETITS CHAPERONS ROUGES - AIX DSP ATELIER,http://www.lpcr.fr,0442263581,,atelier@lpcr.fr,24 Avenue Henri Poncet 13090 AIX EN PROVENCE,AIX EN PROVENCE,1617,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
8ed814a4-0578-40e9-bd2d-0a0f33b8477f,12863393,EAJE,,LES PETITS CHAPERONS ROUGES - AIX DSP POM D HAPPY,http://www.lpcr.fr,0442591981,,pom.dhappy@lpcr.fr,12 Avenue du Président kennedy 13090 AIX EN PROVENCE,AIX EN PROVENCE,1801,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
0302aa9c-14fb-4d9c-a6e5-a05e3911caf3,12612549,EAJE,,MAC LE JARDIN DE MADY,,0442273296,,csc.jean-paul-coste@wanadoo.fr,217 Avenue Jean Paul Coste 13100 AIX EN PROVENCE,AIX EN PROVENCE,1970,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
468d12c4-906e-470a-aacf-3347ea5f34a3,18405640,EAJE,,MIC-PAJE LES MALICIEUX DE SAINT MITRE,https://www.grandir.com/fr/nurseries/nursery/363,0488800822,,aix.stmitre@lpcr.fr,20 Avenue Saint Mitre des Champs 13090 AIX EN PROVENCE,AIX EN PROVENCE,2472,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
b2e9be5c-6dab-4ea9-bb8a-7b03d2b4ce88,18405786,EAJE,,MIC-PAJE LES MALICIEUX DES CHAMPS,https://www.grandir.com/fr/nurseries/nursery/452,0499999999,,,20 Avenue Saint Mitre des Champs 13090 AIX EN PROVENCE,AIX EN PROVENCE,2472,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
2800cacf-7d04-4f0c-a2c0-1dc656827e61,12572860,EAJE,,MAC LES BISOUNOURS,,0442592000,,,4 Avenue Jules Payot 13090 AIX EN PROVENCE,AIX EN PROVENCE,2610,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
e076ccea-e7ec-49fa-8112-fd1efe361bcc,12864812,EAJE,,MIC LES MALICIEUX DE PICHAURY,http://www.lpcr.fr,0442123190,,aix.pichaury@crechesetmalices.com,1330 Rue Jean René Guillibert Gauthier  de la Lauziere 13100 AIX EN PROVENCE,AIX EN PROVENCE,2654,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
6a507c9d-7f7e-4e95-abff-fef27274a7d3,12537256,EAJE,,MAP LEI CAGANIS,,0442207781,,,3 Rue Jean Lombard 13090 AIX EN PROVENCE,AIX EN PROVENCE,2768,NR,,true,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
4e98a67b-d624-4706-a47e-db11c1c6f1e4,12863436,EAJE,,LES PETITS CHAPERONS ROUGES - AIX DSP AGORA,http://www.lpcr.fr,0442641849,,aix.agora@lpcr.fr, Boulevard du clos gabriel 13090 AIX EN PROVENCE,AIX EN PROVENCE,2811,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
b984717e-e5c0-477d-b42a-a54101229a05,18405683,EAJE,,MIC-PAJE MANDALINE,https://www.la-maison-bleue.fr/,0442525739,,,220 Rue De la Tramontane 13090 AIX EN PROVENCE,AIX EN PROVENCE,3315,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
92a6a22f-2dfc-4a81-8069-1b7a917c6061,18095688,EAJE,,MAC L'AQUARELLE,,0442668452,,xx.agape@sfr.fr,64 Route Sainte Jacques 13100 LE THOLONET,LE THOLONET,3701,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
5698fd12-7a8a-45fd-9482-2f9d7381851d,18409192,EAJE,,MIC-PAJE LA CABANE ENCHANTÉE 2,http://www.cabaneenchantee.com/,0615442064,,contact@cabaneenchantee.com,203 Avenue Paul Julien 13100 LE THOLONET,LE THOLONET,3707,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
73aa9afa-bf20-49d9-875c-5205e9b75d69,12607088,EAJE,,MAC LPCR AIX EN PROVENCE EGUILLES,,0442670012,,,1330 Chemin d'Eguilles 13090 AIX EN PROVENCE,AIX EN PROVENCE,4727,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
c6d8b274-1e6e-4281-b90c-587d1eb6d360,12739373,EAJE,,MIC PAJE  GROSEILLES ET COCCINELLES,,0442503341,,groseillesetcoccinelles@gmail.com,1652 Avenue Paul Jullien - Ctre Commercial le Moulin 13100 LE THOLONET,LE THOLONET,5332,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
661e275a-77f3-4298-bf0c-fdd3bd546161,62822429,EAJE,,LES PETITS LOUPS,http://lamut.fr,0967602009,,lespetitsloups@lamut.fr,24 Avenue Du Sergent Bourelly - Les Logissons 13770 VENELLES,VENELLES,5705,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
d1636844-feb0-458d-81ca-87fb95087b79,70516478,EAJE,,LA CABANE D'ACHILLE & CAMILLE AIX-EN-PROVENCE,https://www.achilleetcamille.com/accueil.html,04 42 23 60 45,,aclauzel@achilleetcamille.com,3120 Route D'Avignon 13090 AIX EN PROVENCE,AIX EN PROVENCE,5720,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
8b307954-b4cd-42db-948a-4adb13ff1d1a,12864855,EAJE,,MIC LES MALICIEUX DE MAZARINE,http://www.lpcr.fr,0488800821,,aix.mazarine@crechesetmalices.com,20 Rue Louis Amouriq 13290 AIX EN PROVENCE,AIX EN PROVENCE,5853,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
430d6e58-1f05-42f8-bf67-beedc9aa8497,12864210,EAJE,,MAC L'AQUARELLE,http://www.lpcr.fr,0442920066,,aquarelle@lpcr.fr, Avenue Jean Orsini 13540 AIX EN PROVENCE,AIX EN PROVENCE,6022,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
8b822124-a404-4546-948b-bf39d51975cd,12594188,EAJE,,MAC LES PETITS MEYREUILLAIS,,0442580946,,crechelespetitsmeyreuillais@wanadoo.fr,58 Chemin Départemental 13590 MEYREUIL,MEYREUIL,6140,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
74633827-86d3-40f3-96b3-cf9ed3f3aa99,18405112,EAJE,,MIC-PAJE LES PETITS MONKEYS,https://www.people-and-baby.com/creche/les-petits-monkeys/9945250,0984387651,,les.petits.monkeys@people-and-baby.com,120 Rue de la Tuilerie 13290 AIX EN PROVENCE,AIX EN PROVENCE,6347,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
1077625b-b7dc-403a-a205-3f8c11e6f143,12599606,EAJE,,MAC L'ATTRAPE-SOLEILS,,0442249786,,attrape.soleils@orange.fr,  Place de la Mairie 13100 ST MARC JAUMEGARDE,ST MARC JAUMEGARDE,6411,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
3b371055-8ed5-4a35-9466-91e0e34f95f5,18408637,EAJE,,COCCINELLES & BERLINGOT,https://www.people-and-baby.com/creche/coccinelles-berlingot/9945251?from=liste,0769304951,,,2090 Route des Milles 13510 EGUILLES,EGUILLES,6850,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
b8c513ae-19de-478c-a11c-a8294d1d4931,18405597,EAJE,,MIC-PAJE AIX 1998,https://www.creche-attitude.fr/,0442593814,,,205 Avenue du 12 Juillet 1998 13290 AIX EN PROVENCE,AIX EN PROVENCE,6988,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
68046da6-94ea-4d06-b08a-8ff14ab09d1a,41130784,EAJE,,LA PETITE CRÈCHE D'AIX LES MILLES,https://www.les-cherubins.com,0442394341,,aix-les-milles@les-cherubins.com,975 Rue ANDRE AMPERE 13290 AIX EN PROVENCE,AIX EN PROVENCE,7261,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
95ea1b7c-b3ab-46a2-890a-aee36a864470,18408588,EAJE,,MIC-PAJE ETOILES ET MIRABELLES,https://www.reseauvictoliane.fr/eguilles-e-m-p222877.html,0442963258,,,190 Rue Topaze 13510 EGUILLES,EGUILLES,7267,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
0c5f8546-c470-45db-a9a7-f2b535bca8b3,18404983,EAJE,,MIC-PAJE LA CABANE ENCHANTÉE,http://www.cabaneenchantee.com/,0615442064,,contact@cabaneenchantee.com,1140 Rue ampere 13290 AIX EN PROVENCE,AIX EN PROVENCE,7317,NR,,false,,AIX EN PROVENCE CRECHE,"https://monenfant.fr/que-recherchez-vous?structure=EAJE&location=Aix-en-Provence,%20Bouches-du-Rh%C3%B4ne,%20Provence-Alpes-C%C3%B4te%20d%27Azur,%20FRA&x=5.447381703606&y=43.529801070774&radius=30000"
